"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version"
"SWEET Ontology Property Fraction","http://sweetontology.net/propFraction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propFraction.ttl",,"3.6.0"
"SWEET Ontology Property Function","http://sweetontology.net/propFunction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propFunction.ttl",,"3.6.0"
"SWEET Ontology Property Index","http://sweetontology.net/propIndex",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propIndex.ttl",,"3.6.0"
"SWEET Ontology Property Mass","http://sweetontology.net/propMass",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propMass.ttl",,"3.6.0"
"SWEET Ontology Property Mass Flux","http://sweetontology.net/propMassFlux",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propMassFlux.ttl",,"3.6.0"
"SWEET Ontology Property Ordinal","http://sweetontology.net/propOrdinal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propOrdinal.ttl",,"3.6.0"
"SWEET Ontology Property Pressure","http://sweetontology.net/propPressure",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propPressure.ttl",,"3.6.0"
"SWEET Ontology Property Quantity","http://sweetontology.net/propQuantity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propQuantity.ttl",,"3.6.0"
"SWEET Ontology Property Rotation","http://sweetontology.net/propRotation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propRotation.ttl",,"3.6.0"
"SWEET Ontology Property Space","http://sweetontology.net/propSpace",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpace.ttl",,"3.6.0"
"SWEET Ontology Property Space Direction","http://sweetontology.net/propSpaceDirection",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceDirection.ttl",,"3.6.0"
"SWEET Ontology Property Space Distance","http://sweetontology.net/propSpaceDistance",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceDistance.ttl",,"3.6.0"
"SWEET Ontology Property Space Height","http://sweetontology.net/propSpaceHeight",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceHeight.ttl",,"3.6.0"
"SWEET Ontology Property Space Location","http://sweetontology.net/propSpaceLocation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceLocation.ttl",,"3.6.0"
"SWEET Ontology Property Space Multidimensional","http://sweetontology.net/propSpaceMultidimensional",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceMultidimensional.ttl",,"3.6.0"
"SWEET Ontology Property Space Thickness","http://sweetontology.net/propSpaceThickness",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpaceThickness.ttl",,"3.6.0"
"SWEET Ontology Property Speed","http://sweetontology.net/propSpeed",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propSpeed.ttl",,"3.6.0"
"SWEET Ontology Property Temperature","http://sweetontology.net/propTemperature",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propTemperature.ttl",,"3.6.0"
"SWEET Ontology Property Temperature Gradient","http://sweetontology.net/propTemperatureGradient",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propTemperatureGradient.ttl",,"3.6.0"
"SWEET Ontology Property Time","http://sweetontology.net/propTime",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propTime.ttl",,"3.6.0"
"SWEET Ontology Property Time Frequency","http://sweetontology.net/propTimeFrequency",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propTimeFrequency.ttl",,"3.6.0"
"SWEET Ontology Realm","http://sweetontology.net/realm",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realm.ttl",,"3.6.0"
"SWEET Ontology Realm Astrophysical","http://sweetontology.net/realmAstroStar",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAstroStar.ttl",,"3.6.0"
"SWEET Ontology Realm Astrophysical Body","http://sweetontology.net/realmAstroBody",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAstroBody.ttl",,"3.6.0"
"SWEET Ontology Realm Astrophysical Heliosphere","http://sweetontology.net/realmAstroHelio",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAstroHelio.ttl",,"3.6.0"
"SWEET Ontology Realm Atmospheric","http://sweetontology.net/realmAtmo",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAtmo.ttl",,"3.6.0"
"SWEET Ontology Realm Atmospheric Boundary Layer","http://sweetontology.net/realmAtmoBoundaryLayer",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAtmoBoundaryLayer.ttl",,"3.6.0"
"SWEET Ontology Realm Atmospheric Weather","http://sweetontology.net/realmAtmoWeather",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmAtmoWeather.ttl",,"3.6.0"
"SWEET Ontology Realm Biologic Biome","http://sweetontology.net/realmBiolBiome",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmBiolBiome.ttl",,"3.6.0"
"SWEET Ontology Realm Climate Zone","http://sweetontology.net/realmClimateZone",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmClimateZone.ttl",,"3.6.0"
"SWEET Ontology Realm Cryosphere","http://sweetontology.net/realmCryo",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmCryo.ttl",,"3.6.0"
"SWEET Ontology Realm Earth Reference","http://sweetontology.net/realmEarthReference",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmEarthReference.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic","http://sweetontology.net/realmGeol",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeol.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic Basin","http://sweetontology.net/realmGeolBasin",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeolBasin.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic Constituent","http://sweetontology.net/realmGeolConstituent",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeolConstituent.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic Continental","http://sweetontology.net/realmGeolContinental",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeolContinental.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic Oceanic","http://sweetontology.net/realmGeolOceanic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeolOceanic.ttl",,"3.6.0"
"SWEET Ontology Realm Geologic Orogen","http://sweetontology.net/realmGeolOrogen",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmGeolOrogen.ttl",,"3.6.0"
"SWEET Ontology Realm Hydrosphere","http://sweetontology.net/realmHydro",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmHydro.ttl",,"3.6.0"
"SWEET Ontology Realm Hydrosphere Body","http://sweetontology.net/realmHydroBody",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmHydroBody.ttl",,"3.6.0"
"SWEET Ontology Realm Land Aeolian","http://sweetontology.net/realmLandAeolian",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandAeolian.ttl",,"3.6.0"
"SWEET Ontology Realm Land Coastal","http://sweetontology.net/realmLandCoastal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandCoastal.ttl",,"3.6.0"
"SWEET Ontology Realm Land Fluvial","http://sweetontology.net/realmLandFluvial",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandFluvial.ttl",,"3.6.0"
"SWEET Ontology Realm Land Glacial","http://sweetontology.net/realmLandGlacial",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandGlacial.ttl",,"3.6.0"
"SWEET Ontology Realm Land Orographic","http://sweetontology.net/realmLandOrographic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandOrographic.ttl",,"3.6.0"
"SWEET Ontology Realm Land Protected","http://sweetontology.net/realmLandProtected",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandProtected.ttl",,"3.6.0"
"SWEET Ontology Realm Land Tectonic","http://sweetontology.net/realmLandTectonic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandTectonic.ttl",,"3.6.0"
"SWEET Ontology Realm Land Volcanic","http://sweetontology.net/realmLandVolcanic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandVolcanic.ttl",,"3.6.0"
"SWEET Ontology Realm Landform","http://sweetontology.net/realmLandform",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmLandform.ttl",,"3.6.0"
"SWEET Ontology Realm Ocean","http://sweetontology.net/realmOcean",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmOcean.ttl",,"3.6.0"
"SWEET Ontology Realm Ocean Feature","http://sweetontology.net/realmOceanFeature",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmOceanFeature.ttl",,"3.6.0"
"SWEET Ontology Realm Ocean Floor","http://sweetontology.net/realmOceanFloor",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmOceanFloor.ttl",,"3.6.0"
"SWEET Ontology Realm Region","http://sweetontology.net/realmRegion",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmRegion.ttl",,"3.6.0"
"SWEET Ontology Realm Soil","http://sweetontology.net/realmSoil",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/realmSoil.ttl",,"3.6.0"
"SWEET Ontology Relationships","http://sweetontology.net/rela",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/rela.ttl",,"3.6.0"
"SWEET Ontology Relationships Chemical","http://sweetontology.net/relaChemical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaChemical.ttl",,"3.6.0"
"SWEET Ontology Relationships Climate","http://sweetontology.net/relaClimate",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaClimate.ttl",,"3.6.0"
"SWEET Ontology Relationships Human","http://sweetontology.net/relaHuman",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaHuman.ttl",,"3.6.0"
"SWEET Ontology Relationships Mathematical","http://sweetontology.net/relaMath",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaMath.ttl",,"3.6.0"
"SWEET Ontology Relationships Physical","http://sweetontology.net/relaPhysical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaPhysical.ttl",,"3.6.0"
"SWEET Ontology Relationships Provenance","http://sweetontology.net/relaProvenance",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaProvenance.ttl",,"3.6.0"
"SWEET Ontology Relationships Scientific","http://sweetontology.net/relaSci",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaSci.ttl",,"3.6.0"
"SWEET Ontology Relationships Space","http://sweetontology.net/relaSpace",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaSpace.ttl",,"3.6.0"
"SWEET Ontology Relationships Time","http://sweetontology.net/relaTime",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/relaTime.ttl",,"3.6.0"
"SWEET Ontology Representation","http://sweetontology.net/repr",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/repr.ttl",,"3.6.0"
"SWEET Ontology Representation Data Format","http://sweetontology.net/reprDataFormat",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataFormat.ttl",,"3.6.0"
"SWEET Ontology Representation Data Model","http://sweetontology.net/reprDataModel",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataModel.ttl",,"3.6.0"
"SWEET Ontology Representation Data Product","http://sweetontology.net/reprDataProduct",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataProduct.ttl",,"3.6.0"
"SWEET Ontology Representation Data Servcie Analysis","http://sweetontology.net/reprDataServiceAnalysis",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataServiceAnalysis.ttl",,"3.6.0"
"SWEET Ontology Representation Data Service","http://sweetontology.net/reprDataService",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataService.ttl",,"3.6.0"
"SWEET Ontology Representation Data Service Geospatial","http://sweetontology.net/reprDataServiceGeospatial",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataServiceGeospatial.ttl",,"3.6.0"
"SWEET Ontology Representation Data Service Reduction","http://sweetontology.net/reprDataServiceReduction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataServiceReduction.ttl",,"3.6.0"
"SWEET Ontology Representation Data Service Validation","http://sweetontology.net/reprDataServiceValidation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprDataServiceValidation.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics","http://sweetontology.net/reprMath",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMath.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Function","http://sweetontology.net/reprMathFunction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathFunction.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Function Orthogonal","http://sweetontology.net/reprMathFunctionOrthogonal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathFunctionOrthogonal.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Graph","http://sweetontology.net/reprMathGraph",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathGraph.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Operation","http://sweetontology.net/reprMathOperation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathOperation.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Solution","http://sweetontology.net/reprMathSolution",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathSolution.ttl",,"3.6.0"
"SWEET Ontology Representation Mathematics Statistics","http://sweetontology.net/reprMathStatistics",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprMathStatistics.ttl",,"3.6.0"
"SWEET Ontology Representation Representation Scientific Methodology","http://sweetontology.net/reprSciMethodology",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciMethodology.ttl",,"3.6.0"
"SWEET Ontology Representation Science Provenance","http://sweetontology.net/reprSciProvenance",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciProvenance.ttl",,"3.6.0"
"SWEET Ontology Representation Scientific Component","http://sweetontology.net/reprSciComponent",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciComponent.ttl",,"3.6.0"
"SWEET Ontology Representation Scientific Function","http://sweetontology.net/reprSciFunction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciFunction.ttl",,"3.6.0"
"SWEET Ontology Representation Scientific Law","http://sweetontology.net/reprSciLaw",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciLaw.ttl",,"3.6.0"
"SWEET Ontology Representation Scientific Model","http://sweetontology.net/reprSciModel",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciModel.ttl",,"3.6.0"
"SWEET Ontology Representation Scientific Units","http://sweetontology.net/reprSciUnits",,,"https://orcid.org/0000-0002-3884-3420","CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSciUnits.ttl",,"3.6.0"
"SWEET Ontology Representation Space","http://sweetontology.net/reprSpace",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpace.ttl",,"3.6.0"
"SWEET Ontology Representation Space Coordinate","http://sweetontology.net/reprSpaceCoordinate",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpaceCoordinate.ttl",,"3.6.0"
"SWEET Ontology Representation Space Direction","http://sweetontology.net/reprSpaceDirection",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpaceDirection.ttl",,"3.6.0"
"SWEET Ontology Representation Space Geometry","http://sweetontology.net/reprSpaceGeometry",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpaceGeometry.ttl",,"3.6.0"
"SWEET Ontology Representation Space Geometry 3D","http://sweetontology.net/reprSpaceGeometry3D",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpaceGeometry3D.ttl",,"3.6.0"
"SWEET Ontology Representation Space Reference System","http://sweetontology.net/reprSpaceReferenceSystem",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprSpaceReferenceSystem.ttl",,"3.6.0"
"SWEET Ontology Representation Time","http://sweetontology.net/reprTime",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprTime.ttl",,"3.6.0"
"SWEET Ontology Representation Time Day","http://sweetontology.net/reprTimeDay",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprTimeDay.ttl",,"3.6.0"
"SWEET Ontology Representation Time Season","http://sweetontology.net/reprTimeSeason",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/reprTimeSeason.ttl",,"3.6.0"
"SWEET Ontology State","http://sweetontology.net/state",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/state.ttl",,"3.6.0"
"SWEET Ontology State Biological","http://sweetontology.net/stateBiological",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateBiological.ttl",,"3.6.0"
"SWEET Ontology State Chemical","http://sweetontology.net/stateChemical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateChemical.ttl",,"3.6.0"
"SWEET Ontology State Data Processing","http://sweetontology.net/stateDataProcessing",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateDataProcessing.ttl",,"3.6.0"
"SWEET Ontology State Energy Flux","http://sweetontology.net/stateEnergyFlux",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateEnergyFlux.ttl",,"3.6.0"
"SWEET Ontology State Fluid","http://sweetontology.net/stateFluid",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateFluid.ttl",,"3.6.0"
"SWEET Ontology State Ordinal","http://sweetontology.net/stateOrdinal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateOrdinal.ttl",,"3.6.0"
"SWEET Ontology State Physical","http://sweetontology.net/statePhysical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/statePhysical.ttl",,"3.6.0"
"SWEET Ontology State Realm","http://sweetontology.net/stateRealm",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRealm.ttl",,"3.6.0"
"SWEET Ontology State Role","http://sweetontology.net/stateRole",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRole.ttl",,"3.6.0"
"SWEET Ontology State Role Biological","http://sweetontology.net/stateRoleBiological",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleBiological.ttl",,"3.6.0"
"SWEET Ontology State Role Chemical","http://sweetontology.net/stateRoleChemical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleChemical.ttl",,"3.6.0"
"SWEET Ontology State Role Geographic","http://sweetontology.net/stateRoleGeographic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleGeographic.ttl",,"3.6.0"
"SWEET Ontology State Role Impact","http://sweetontology.net/stateRoleImpact",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleImpact.ttl",,"3.6.0"
"SWEET Ontology State Role Representative","http://sweetontology.net/stateRoleRepresentative",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleRepresentative.ttl",,"3.6.0"
"SWEET Ontology State Role Trust","http://sweetontology.net/stateRoleTrust",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateRoleTrust.ttl",,"3.6.0"
"SWEET Ontology State Solid","http://sweetontology.net/stateSolid",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSolid.ttl",,"3.6.0"
"SWEET Ontology State Space","http://sweetontology.net/stateSpace",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSpace.ttl",,"3.6.0"
"SWEET Ontology State Space Configuration","http://sweetontology.net/stateSpaceConfiguration",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSpaceConfiguration.ttl",,"3.6.0"
"SWEET Ontology State Space Scale","http://sweetontology.net/stateSpaceScale",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSpaceScale.ttl",,"3.6.0"
"SWEET Ontology State Spectral Band","http://sweetontology.net/stateSpectralBand",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSpectralBand.ttl",,"3.6.0"
"SWEET Ontology State Spectral Line","http://sweetontology.net/stateSpectralLine",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSpectralLine.ttl",,"3.6.0"
"SWEET Ontology State Storm","http://sweetontology.net/stateStorm",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateStorm.ttl",,"3.6.0"
"SWEET Ontology State System","http://sweetontology.net/stateSystem",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateSystem.ttl",,"3.6.0"
"SWEET Ontology State Thermodynamic","http://sweetontology.net/stateThermodynamic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateThermodynamic.ttl",,"3.6.0"
"SWEET Ontology State Time","http://sweetontology.net/stateTime",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateTime.ttl",,"3.6.0"
"SWEET Ontology State Time Cycle","http://sweetontology.net/stateTimeCycle",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateTimeCycle.ttl",,"3.6.0"
"SWEET Ontology State Time Frequency","http://sweetontology.net/stateTimeFrequency",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateTimeFrequency.ttl",,"3.6.0"
"SWEET Ontology State Time Geologic","http://sweetontology.net/stateTimeGeologic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateTimeGeologic.ttl",,"3.6.0"
"SWEET Ontology State Visibility","http://sweetontology.net/stateVisibility",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/stateVisibility.ttl",,"3.6.0"
"SWRLAPI","http://swrl.stanford.edu/ontologies/3.3/swrla.owl#","Helper classes and properties to work with SWRLAPI.",,,"BSD-2-Clause","https://github.com/protegeproject/swrlapi/wiki",,,,,"http://swrl.stanford.edu/ontologies/3.3/swrla.owl#",,,
"Tablet PC Vocabulary","http://purl.org/opdm/tablet#","Vocabulary to describe tablet PCs.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/tablet.html",,,,,"http://purl.org/opdm/tablet#",,,
"Television Vocabulary","http://purl.org/opdm/television#","Vocabulary to describe TV sets.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","https://ebusiness-unibw.org/ontologies/opdm/television.html",,,,,"http://purl.org/opdm/television#",,,
"Top Level Ontology of Ontology-based-InformationFlow-Industry-40","http://localhost/concept/oml/gn#","Combines existing concepts of established vocabularies (such as SSN),but not only uses those concepts to build a robust top-level starting point, but extends them by enhancing the ontology with core-concepts of manufacturing-related terms.","Oliver König",,"MIT","https://github.com/ko3n1g/Ontology-based-InformationFlow-Industry-4.0",,,,,,"https://raw.githubusercontent.com/ko3n1g/Ontology-based-InformationFlow-Industry-4.0/master/code/_ontology/schema/ManufacturingOntologyLanguage.gn.ttl","2017-12-15",
